Ticker,Name,Sub_Industry_Orig,Sub_Industry,Industry,Industry_Group,Sector,Market_Cap
BNT,Brookfield Wealth Solutions Ltd.,Insurance - Diversified,Multi-line Insurance,Insurance,Insurance,Financials,11.84B
BNTC,Benitec Biopharma Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,342.14M
BNTX,BioNTech SE,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,23.58B
BNZI,"Banzai International, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,9.85M
BOC,Boston Omaha Corporation,Conglomerates,Industrial Conglomerates,Industrial Conglomerates,Capital Goods,Industrials,456.70M
BODI,"The Beachbody Company, Inc.",Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,28.30M
BOF,BranchOut Food Inc.,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,14.29M
BOH,Bank of Hawaii Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,2.56B
BOKF,BOK Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,5.84B
BOLD,"Boundless Bio, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,29.21M
BOLT,"Bolt Biotherapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,12.70M
BON,Bon Natural Life Limited,Specialty Chemicals,Specialty Chemicals,Chemicals,Materials,Materials,228.55K
BOOM,DMC Global Inc.,Conglomerates,Industrial Conglomerates,Industrial Conglomerates,Capital Goods,Industrials,127.22M
BOOT,"Boot Barn Holdings, Inc.",Apparel Retail,Apparel Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,2.74B
BORR,Borr Drilling Limited,Oil & Gas Drilling,Oil & Gas Drilling,Energy Equipment & Services,Energy,Energy,456.79M
BOSC,B.O.S. Better Online Solutions Ltd.,Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,21.32M
BOTJ,"Bank of the James Financial Group, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,66.92M
BOW,Bowhead Specialty Holdings Inc.,Insurance - Property & Casualty,Property & Casualty Insurance,Insurance,Insurance,Financials,1.31B
BOWN,Bowen Acquisition Corp,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,70.35M
BOX,"Box, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,4.29B
BOXL,Boxlight Corporation,Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,3.23M
BP,BP p.l.c.,Oil & Gas Integrated,Integrated Oil & Gas,"Oil, Gas & Consumable Fuels",Energy,Energy,72.58B
BPMC,Blueprint Medicines Corporation,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,5.24B
BPOP,"Popular, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,5.80B
BPRN,"Princeton Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,196.25M
BPT,BP Prudhoe Bay Royalty Trust,Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,11.13M
BQ,Boqii Holding Limited,Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,889.82K
BR,"Broadridge Financial Solutions, Inc.",Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,27.59B
BRAG,Bragg Gaming Group Inc.,Gambling,Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,94.39M
BRBR,"BellRing Brands, Inc.",Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,9.44B
BRBS,"Blue Ridge Bankshares, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,269.95M
BRC,Brady Corporation,Security & Protection Services,Security & Alarm Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,3.19B
BRCC,BRC Inc.,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,439.93M
BRDG,Bridge Investment Group Holdings Inc.,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,1.17B
BREA,Brera Holdings PLC,Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,8.22M
BRFH,"Barfresh Food Group, Inc.",Beverages - Non-Alcoholic,Soft Drinks & Non-alcoholic Beverages,Beverages,"Food, Beverage & Tobacco",Consumer Staples,38.26M
BRFS,BRF S.A.,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,5.67B
BRIA,Brillia Inc,Industrial Distribution,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,59.72M
BRID,Bridgford Foods Corporation,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,70.53M
BRK.A,Berkshire Hathaway Inc.,Insurance - Diversified,Multi-line Insurance,Insurance,Insurance,Financials,"1,115.51B"
BRK.B,Berkshire Hathaway Inc.,Insurance - Diversified,Multi-line Insurance,Insurance,Insurance,Financials,"1,139.57B"
BRKL,"Brookline Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,873.23M
BRKR,Bruker Corporation,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,5.74B
BRLS,Borealis Foods Inc.,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,128.27M
BRLT,"Brilliant Earth Group, Inc.",Luxury Goods,"Apparel, Accessories & Luxury Goods","Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Consumer Discretionary,137.76M
BRN,"Barnwell Industries, Inc.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,14.18M
BRNS,Barinthus Biotherapeutics plc,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,28.44M
BRO,"Brown & Brown, Inc.",Insurance Brokers,Insurance Brokers,Insurance,Insurance,Financials,34.07B
BROG,Brooge Energy Limited,Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,128.77M
BROS,Dutch Bros Inc.,Restaurants,Restaurants,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,10.29B
BRSP,"BrightSpire Capital, Inc.",REIT - Mortgage,Mortgage REITs,"Mortgage Real Estate Investment
Trusts",Financial Services,Financials,574.51M
BRT,BRT Apartments Corp.,REIT - Residential,Residential REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,308.32M
BRTX,"BioRestorative Therapies, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,12.91M
BRX,Brixmor Property Group Inc.,REIT - Retail,Retail REITs,Retail REITs,Equity Real Estate Investment Trusts,Real Estate,7.69B
BRY,Berry Corporation,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,181.07M
BRZE,"Braze, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,2.98B
BSAC,Banco Santander-Chile,Banks - Regional,Regional Banks,Banks,Banks,Financials,10.94B
BSBK,Bogota Financial Corp.,Banks - Regional,Regional Banks,Banks,Banks,Financials,89.64M
BSBR,Banco Santander (Brasil) S.A.,Banks - Regional,Regional Banks,Banks,Banks,Financials,17.05B
BSET,"Bassett Furniture Industries, Incorporated","Furnishings, Fixtures & Appliances",Homefurnishing Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,161.03M
BSGM,"BioSig Technologies, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,10.39M
BSII,Black Spade Acquisition II Co,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,194.12M
BSLK,"Bolt Projects Holdings, Inc.",Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,8.27M
BSM,"Black Stone Minerals, L.P.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,3.00B
BSRR,Sierra Bancorp,Banks - Regional,Regional Banks,Banks,Banks,Financials,348.20M
BSS,"Bentley Systems, Incorporated",-,Other,Other,Other,Other,13.44B
BST,BlackRock Science and Technology Trust,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,1.09B
BSVN,Bank7 Corp.,Banks - Regional,Regional Banks,Banks,Banks,Financials,335.32M
BSX,Boston Scientific Corporation,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,140.92B
BSY,"Bentley Systems, Incorporated",Software - Application,Application Software,Software,Software & Services,Information Technology,13.69B
BTAI,"BioXcel Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,9.71M
BTBD,"BT Brands, Inc.",Restaurants,Restaurants,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,7.02M
BTBT,"Bit Digital, Inc.",Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,322.91M
BTCM,BIT Mining Limited,Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,21.06M
BTCS,BTCS Inc.,Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,29.73M
BTCT,BTC Digital Ltd.,Computer Hardware,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,Information Technology,17.60M
BTDR,Bitdeer Technologies Group,Software - Application,Application Software,Software,Software & Services,Information Technology,1.42B
BTE,Baytex Energy Corp.,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,1.24B
BTG,B2Gold Corp.,Gold,Gold,Metals & Mining,Materials,Materials,4.37B
BTI,British American Tobacco p.l.c.,Tobacco,Tobacco,Tobacco,"Food, Beverage & Tobacco",Consumer Staples,92.09B
BTM,Bitcoin Depot Inc.,Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,85.49M
BTMD,biote Corp.,Medical Care Facilities,Marine Transportation,Marine Transportation,Transportation,Industrials,121.50M
BTOC,Armlogi Holding Corp.,Integrated Freight & Logistics,Air Freight & Logistics,Air Freight & Logistics,Transportation,Industrials,45.84M
BTOG,Bit Origin Ltd,Financial Data & Stock Exchanges,Financial Exchanges & Data,Capital Markets,Financial Services,Financials,1.15M
BTSG,"BrightSpring Health Services, Inc.",Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,2.94B
BTTR,Better Choice Company Inc.,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,4.48M
BTU,Peabody Energy Corporation,Thermal Coal,Coal & Consumable Fuels,"Oil, Gas & Consumable Fuels",Energy,Energy,1.49B
BTX,BlackRock Innovation and Growth Term Trust,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1.28B
BUD,Anheuser-Busch InBev SA/NV,Beverages - Brewers,Brewers,Beverages,"Food, Beverage & Tobacco",Consumer Staples,129.14B
BUJA,Bukit Jalil Global Acquisition 1 Ltd,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,56.08M
BULL,Webull Corporation,Other,Other,Other,Other,Other,16.71B
BUR,Burford Capital Limited,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,3.08B
BURL,"Burlington Stores, Inc.",Apparel Retail,Apparel Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,14.18B
BURU,"Nuburu, Inc.",Specialty Industrial Machinery,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,3.09M
BUSE,First Busey Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,1.14B
BV,"BrightView Holdings, Inc.",Specialty Business Services,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,1.28B
BVFL,"BV Financial, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,147.16M
BVN,Compañía de Minas Buenaventura S.A.A.,Other Precious Metals & Mining,Precious Metals & Minerals,Metals & Mining,Materials,Materials,3.80B
BVS,Bioventus Inc.,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,513.05M
BW,"Babcock & Wilcox Enterprises, Inc.",Specialty Industrial Machinery,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,33.57M
BWA,BorgWarner Inc.,Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,5.73B
BWAY,BrainsWay Ltd.,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,159.52M
BWB,"Bridgewater Bancshares, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,358.48M
BWEN,"Broadwind, Inc.",Specialty Industrial Machinery,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,36.83M
BWFG,"Bankwell Financial Group, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,223.13M
BWIN,"The Baldwin Insurance Group, Inc.",Insurance Brokers,Insurance Brokers,Insurance,Insurance,Financials,5.04B
BWLP,BW LPG Limited,Marine Shipping,Marine Transportation,Marine Transportation,Transportation,Industrials,1.39B
BWMN,Bowman Consulting Group Ltd.,Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,378.33M
BWMX,"Betterware de México, S.A.P.I. de C.V.",Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,375.23M
BWXT,"BWX Technologies, Inc.",Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,9.44B
BX,Blackstone Inc.,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,158.15B
BXC,BlueLinx Holdings Inc.,Industrial Distribution,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,581.23M
BXMT,"Blackstone Mortgage Trust, Inc.",REIT - Mortgage,Mortgage REITs,"Mortgage Real Estate Investment
Trusts",Financial Services,Financials,3.15B
BXP,"BXP, Inc.",REIT - Office,Office REITs,Office REITs,Equity Real Estate Investment Trusts,Real Estate,11.15B
BXSL,Blackstone Secured Lending Fund,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,6.44B
BY,"Byline Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,1.06B
BYD,Boyd Gaming Corporation,Resorts & Casinos,Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,5.35B
BYFC,Broadway Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,57.00M
BYND,"Beyond Meat, Inc.",Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,194.90M
